A,State,Week,"West Nile virus disease†, Neuroinvasive","West Nile virus disease†, Nonneuroinvasive","Zika virus disease, non-congenital","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",Tetanus,Varicella morbidity,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Salmonellosis (excluding Paratyphoid fever andTyphoid fever)†,Shiga toxin-producing Escherichia coli,Shigellosis,"Rabies, animal",Rubella,"Rubella, congenital syndrome","Meningococcal disease, all serogroups",Mumps,Pertussis,Legionellosis,Malaria,"Invasive Pneumococcal Disease, Age LT 5†, Confirmed","Invasive Pneumococcal Disease, Age LT 5†, Probable","Invasive Pneumococcal Disease, all ages†, Confirmed","Invasive Pneumococcal Disease, all ages†, Probable","Hepatitis (viral, acute, by type)†, C, Confirmed","Hepatitis (viral, acute, by type)†, C, Probable","Hepatitis (viral, acute, by type)†, A","Hepatitis (viral, acute, by type)†, B","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",Cryptosporidiosis,"Dengue Virus Infections, Dengue†","Dengue Virus Infections, Severe Dengue",Chlamydia trachomatis infection,Coccidioidomycosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Klebsiella spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Enterobacter spp.",Babesiosis,Campylobacteriosis,Total,Population_Density(km²),GDP,TAVE,AVE_TMIN,AVE_TMAX,DATE,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,"Agriculture, forestry, fishing, and hunting","Mining, quarrying, and oil and gas extraction",Utilities,Construction,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Colors
372,MINNESOTA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.29613122,,-3.9254,-8.0712,0.2204,,-13.4753,-20.1966,-6.754,,,,,,,,,,,,,,,,,,,,,,
373,MISSISSIPPI,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,96,2,0,0,1,0,0,296,0,0,0,0,0,5,406,24.55209568,,7.9594,0.4785,15.4403,,11.8329,6.4987,17.1671,,,,,,,,,,,,,,,,,,,,,,
374,MISSOURI,8,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,1,0,0,0,2,182,0,0,0,1,0,0,141,0,0,0,0,0,13,361,34.39129216,,4.3559,-1.5409,10.2526,,0.0576,-5.8433,5.9584,,,,,,,,,,,,,,,,,,,,,,
375,MONTANA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,64,0,0,0,0,0,0,73,2.81800843,,-2.8834,-7.4174,1.6507,,-11.4525,-18.3544,-4.5505,,,,,,,,,,,,,,,,,,,,,,
376,NEBRASKA,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,52,0,0,0,0,0,0,76,9.706472659,,-0.4863,-5.8549,4.8824,,-8.3586,-14.0789,-2.6382,,,,,,,,,,,,,,,,,,,,,,
377,NEVADA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.74651254,,-0.5759,-6.2133,5.0615,,0.0971,-6.3033,6.4975,,,,,,,,,,,,,,,,,,,,,,
378,NEW HAMPSHIRE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.37731675,,-2.4636,-6.5943,1.6671,,-4.1386,-9.6523,1.3751,,,,,,,,,,,,,,,,,,,,,,
379,NEW JERSEY,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,343,0,0,0,0,0,0,407,470.1927021,,3.0249,-2.8981,8.9479,,3.4493,-1.5388,8.4373,,,,,,,,,,,,,,,,,,,,,,
380,NEW MEXICO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,79,0,0,0,0,0,0,103,6.651759892,,1.8561,-7.5044,11.2165,,5.0393,-3.2212,13.2997,,,,,,,,,,,,,,,,,,,,,,
381,NEW YORK,8,0,0,0,0,0,0,0,0,0,10,0,4,1,4,0,0,0,1,7,2,0,0,0,25,1,4,4,5,2,0,0,11,198,0,1,1,1,0,0,858,0,0,0,0,2,16,1158,162.4306895,,-1.0414,-5.7889,3.7062,,-2.048,-7.3278,3.2318,,,,,,,,,,,,,,,,,,,,,,
382,NORTH CAROLINA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,82.35626699,,7.6138,-0.0324,15.26,,12.131,7.0257,17.2362,,,,,,,,,,,,,,,,,,,,,,
383,NORTH DAKOTA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,20,4.227543704,,-4.4111,-9.2059,0.3838,,-15.7375,-22.649,-8.8259,,,,,,,,,,,,,,,,,,,,,,
384,OHIO,8,0,0,0,0,2,0,6,1,0,0,0,5,8,0,0,0,2,0,7,1,0,0,0,42,1,3,0,7,2,0,0,12,221,4,0,0,10,0,0,559,1,0,0,0,0,34,928,110.2687637,,2.2044,-1.9427,6.3515,,0.5767,-4.4047,5.558,,,,,,,,,,,,,,,,,,,,,,
385,OKLAHOMA,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,1,0,0,26,0,0,0,0,0,0,49,22.15680332,,7.7452,-0.6393,16.1296,,4.5956,-2.8555,12.0466,,,,,,,,,,,,,,,,,,,,,,
386,OREGON,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,96,1,0,0,4,0,0,322,0,0,0,0,0,7,440,16.48063716,,1.575,-1.5686,4.7186,,1.1219,-3.8422,6.0859,,,,,,,,,,,,,,,,,,,,,,
387,PENNSYLVANIA,8,0,0,0,0,0,0,10,0,0,4,0,0,3,0,0,0,0,1,7,1,0,0,0,8,1,0,1,0,0,0,0,4,217,3,0,0,2,0,0,768,0,0,0,0,0,16,1046,110.48115,,1.201,-3.5479,5.9499,,0.372,-4.8872,5.6311,,,,,,,,,,,,,,,,,,,,,,
388,RHODE ISLAND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,27,0,0,0,0,0,0,41,392.3547672,,1.6593,-3.1557,6.4743,,3.0972,-1.62,7.8143,,,,,,,,,,,,,,,,,,,,,,
389,SOUTH CAROLINA,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,684,0,0,0,0,0,0,928,65.25673544,,7.6525,-1.0716,16.3765,,12.9274,7.648,18.2068,,,,,,,,,,,,,,,,,,,,,,
390,SOUTH DAKOTA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,41,4.466215529,,-1.5015,-6.6317,3.6288,,-12.3644,-18.8158,-5.913,,,,,,,,,,,,,,,,,,,,,,
391,TENNESSEE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,132,0,0,0,0,0,0,181,63.53570893,,4.923,-1.6814,11.5274,,8.3524,3.1107,13.5941,,,,,,,,,,,,,,,,,,,,,,
392,TEXAS,8,0,0,2,0,0,0,11,0,0,41,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,2735,0,0,0,0,0,0,3621,42.33358553,,10.5478,3.3591,17.7365,,10.6895,5.2646,16.1143,,,,,,,,,,,,,,,,,,,,,,
393,UTAH,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,31,1,0,0,2,0,0,109,0,0,0,0,0,0,150,14.84996545,,-2.785,-8.761,3.1911,,0.3191,-5.7999,6.438,,,,,,,,,,,,,,,,,,,,,,
394,VERMONT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.86356396,,-2.8472,-6.5424,0.848,,-5.1727,-11.0909,0.7456,,,,,,,,,,,,,,,,,,,,,,
395,VIRGINIA,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,257,0,0,0,0,0,0,892,0,0,0,0,0,0,1155,83.1382377,,5.8606,-1.2228,12.944,,7.0582,1.5311,12.5852,,,,,,,,,,,,,,,,,,,,,,
396,WASHINGTON,8,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,6,0,0,0,0,0,0,1,0,1,2,0,0,0,124,1,0,0,0,0,0,484,0,0,0,0,0,11,639,43.69387518,,1.6316,-0.8064,4.0695,,0.0556,-4.3401,4.4512,,,,,,,,,,,,,,,,,,,,,,
397,WEST VIRGINIA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9135357,,2.9293,-2.3116,8.1702,,4.0557,-1.3898,9.5011,,,,,,,,,,,,,,,,,,,,,,
398,WISCONSIN,8,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,82,0,0,0,2,0,0,280,0,0,0,0,0,11,389,41.36161606,,-2.5184,-6.6494,1.6126,,-10.0571,-15.9062,-4.208,,,,,,,,,,,,,,,,,,,,,,
399,WYOMING,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,31,2.281292621,,-5.2259,-10.8962,0.4444,,-7.7357,-14.4472,-1.0241,,,,,,,,,,,,,,,,,,,,,,
400,ALABAMA,9,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,13,37.19925281,,8.8129,2.5309,15.0949,1/26/2018,18.8125,13.4951,24.1299,,,,,,,,,,,,,,,,,,,,,,
401,ALASKA,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.498241128,,-17.2043,-21.1725,-13.236,1/27/2018,-6.0697,-10.2104,-1.9289,,,,,,,,,,,,,,,,,,,,,,
402,ARIZONA,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,11,24.20525837,,8.9394,0.0197,17.859,1/28/2018,4.8426,-1.3927,11.0779,,,,,,,,,,,,,,,,,,,,,,
403,ARKANSAS,9,0,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,0,3,0,1,0,1,0,5,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,7,35,22.39668239,,6.3023,-0.9481,13.5526,1/29/2018,11.2047,5.6329,16.7764,,,,,,,,,,,,,,,,,,,,,,
404,CALIFORNIA,9,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,0,0,394,17,0,0,0,0,43,626,98.47383106,,10.3673,3.6559,17.0786,1/30/2018,4.5487,-2.0183,11.1156,,,,,,,,,,,,,,,,,,,,,,
405,COLORADO,9,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,788,0,0,0,0,0,0,991,21.16020728,,0.6484,-5.4242,6.7209,1/31/2018,-3.7654,-10.1692,2.6385,,,,,,,,,,,,,,,,,,,,,,
406,CONNECTICUT,9,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,285.9964138,,-0.6843,-5.6166,4.2481,2/1/2018,5.6566,-0.139,11.4521,,,,,,,,,,,,,,,,,,,,,,
407,DELAWARE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,155,0,0,0,0,0,0,199,161.0580431,,3.7024,-1.3,8.7048,,10.4786,4.7619,16.1952,,,,,,,,,,,,,,,,,,,,,,
408,FLORIDA,9,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,2,1,9,0,0,0,0,23,0,0,0,0,0,0,0,0,340,5,0,0,0,0,0,1310,0,0,0,0,0,0,1711,152.5897544,,16.8985,11.6276,22.1693,,22.9185,17.7011,28.1358,,,,,,,,,,,,,,,,,,,,,,
409,GEORGIA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.31216995,,8.6443,2.2901,14.9985,,18.766,13.7341,23.7979,,,,,,,,,,,,,,,,,,,,,,
410,HAWAII,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74649835,,20.1128,15.8485,24.3771,,19.4977,15.4458,23.5495,,,,,,,,,,,,,,,,,,,,,,
411,IDAHO,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,8.183599765,,-0.2592,-4.1641,3.6457,,-7.1881,-12.4908,-1.8853,,,,,,,,,,,,,,,,,,,,,,
412,ILLINOIS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,84,0,0,0,0,0,0,107,88.69290989,,1.0879,-4.663,6.8387,,3.1031,-2.6299,8.8361,,,,,,,,,,,,,,,,,,,,,,
413,INDIANA,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,320,0,0,0,0,0,0,447,72.12044782,,1.826,-3.6181,7.27,,6.2799,0.8787,11.681,,,,,,,,,,,,,,,,,,,,,,
414,IOWA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,82,0,0,0,0,0,0,112,21.84195686,,-2.9142,-9.2438,3.4154,,-4.1954,-9.81,1.4192,,,,,,,,,,,,,,,,,,,,,,
415,KANSAS,9,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,104,0,0,0,0,0,2,154,13.77307692,,3.2286,-4.9527,11.4099,,0.4379,-6.6363,7.5121,,,,,,,,,,,,,,,,,,,,,,
416,KENTUCKY,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,43.46393446,,4.373,-1.9285,10.6745,,11.957,6.1085,17.8054,,,,,,,,,,,,,,,,,,,,,,
417,LOUISIANA,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,681,0,0,0,0,0,6,891,41.50240638,,11.3463,5.1474,17.5451,,20.586,16.0476,25.1243,,,,,,,,,,,,,,,,,,,,,,
418,MAINE,9,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,12,16.78425142,,-7.1797,-12.5415,-1.8179,,-1.0208,-7.4931,5.4516,,,,,,,,,,,,,,,,,,,,,,
419,MARYLAND,9,0,0,0,0,0,0,0,0,1,0,0,4,4,10,0,0,0,0,0,1,4,0,0,9,0,0,0,1,0,0,0,2,53,2,0,0,0,0,0,351,0,0,0,0,0,6,448,240.1675753,,2.0992,-3.0639,7.2622,,9.5448,3.6528,15.4367,,,,,,,,,,,,,,,,,,,,,,
420,MASSACHUSETTS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,357,0,0,0,0,0,0,440,339.5999705,,-1.2501,-6.1218,3.6217,,4.9921,-0.9672,10.9514,,,,,,,,,,,,,,,,,,,,,,
421,MICHIGAN,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,37,1,0,0,0,0,0,189,0,0,0,0,0,4,237,66.38479376,,-2.911,-7.4264,1.6045,,-1.1847,-6.0764,3.7071,,,,,,,,,,,,,,,,,,,,,,
422,MINNESOTA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.29613122,,-10.343,-16.456,-4.23,,-11.113,-17.3688,-4.8572,,,,,,,,,,,,,,,,,,,,,,
423,MISSISSIPPI,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,181,4,0,0,3,0,0,448,0,0,0,0,0,11,656,24.55209568,,8.8389,2.1524,15.5254,,18.4829,13.4318,23.534,,,,,,,,,,,,,,,,,,,,,,
424,MISSOURI,9,0,0,0,0,0,0,2,0,0,2,12,0,3,0,0,0,0,0,0,1,0,1,0,11,2,1,0,0,0,0,0,2,218,1,0,0,4,0,0,290,0,0,0,0,0,13,563,34.39129216,,3.3008,-3.7529,10.3544,,4.7655,-1.4769,11.0078,,,,,,,,,,,,,,,,,,,,,,
425,MONTANA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,102,0,0,0,0,0,1,124,2.81800843,,-3.8322,-8.5894,0.925,,-13.8153,-19.9329,-7.6977,,,,,,,,,,,,,,,,,,,,,,
426,NEBRASKA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,5,51,0,0,0,1,0,0,102,0,0,0,0,0,6,175,9.706472659,,-1.9806,-7.923,3.9619,,-5.7792,-11.841,0.2827,,,,,,,,,,,,,,,,,,,,,,
427,NEVADA,9,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10.74651254,,3.6691,-2.5302,9.8684,,-3.213,-9.9802,3.5542,,,,,,,,,,,,,,,,,,,,,,
428,NEW HAMPSHIRE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,56.37731675,,-4.7485,-10.0251,0.5281,,1.1084,-6.0458,8.2626,,,,,,,,,,,,,,,,,,,,,,
429,NEW JERSEY,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,322,0,0,0,0,0,0,404,470.1927021,,0.8263,-4.324,5.9765,,7.8552,1.8141,13.8963,,,,,,,,,,,,,,,,,,,,,,
430,NEW MEXICO,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,57,0,0,0,0,0,0,71,6.651759892,,4.3473,-5.467,14.1615,,3.8148,-2.6337,10.2633,,,,,,,,,,,,,,,,,,,,,,
431,NEW YORK,9,0,0,0,0,0,0,0,0,0,14,0,3,1,11,0,0,0,3,3,6,0,0,0,20,1,1,0,0,0,0,0,9,159,4,0,1,5,0,0,828,0,0,0,0,0,19,1088,162.4306895,,-2.9009,-8.3652,2.5634,,3.8514,-1.9941,9.6969,,,,,,,,,,,,,,,,,,,,,,
432,NORTH CAROLINA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.35626699,,5.9986,0.0324,11.9648,,15.8362,10.9143,20.7581,,,,,,,,,,,,,,,,,,,,,,
433,NORTH DAKOTA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227543704,,-10.7629,-16.7978,-4.728,,-14.6692,-20.1389,-9.1994,,,,,,,,,,,,,,,,,,,,,,
434,OHIO,9,0,0,0,0,0,0,18,0,0,0,18,4,17,0,0,0,0,1,11,5,0,4,0,38,1,3,2,1,6,0,0,3,184,5,0,0,11,0,0,483,0,0,0,0,0,16,831,110.2687637,,0.9826,-4.6306,6.5958,,7.5778,2.2562,12.8994,,,,,,,,,,,,,,,,,,,,,,
435,OKLAHOMA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,0,0,3,0,0,69,0,0,0,0,0,0,100,22.15680332,,6.845,-1.3144,15.0043,,6.2857,0.1403,12.431,,,,,,,,,,,,,,,,,,,,,,
436,OREGON,9,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,120,0,0,0,1,0,0,413,0,0,0,0,0,11,560,16.48063716,,4.1809,0.5226,7.8391,,-2.0672,-6.1845,2.0501,,,,,,,,,,,,,,,,,,,,,,
437,PENNSYLVANIA,9,0,0,0,0,0,0,10,0,0,5,0,1,0,0,0,0,1,1,4,2,0,0,0,8,0,0,1,1,1,0,0,4,226,5,0,0,0,0,0,853,0,0,0,0,0,25,1148,110.48115,,-1.2469,-7.1948,4.701,,6.0321,-0.069,12.1331,,,,,,,,,,,,,,,,,,,,,,
438,RHODE ISLAND,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,392.3547672,,-0.1943,-4.9586,4.57,,6.0879,1.1829,10.9929,,,,,,,,,,,,,,,,,,,,,,
439,SOUTH CAROLINA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25673544,,7.4417,0.877,14.0063,,17.9531,13.006,22.9001,,,,,,,,,,,,,,,,,,,,,,
440,SOUTH DAKOTA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466215529,,-5.2797,-11.7783,1.219,,-11.7307,-18.1748,-5.2866,,,,,,,,,,,,,,,,,,,,,,
441,TENNESSEE,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,103,0,0,0,3,0,0,268,0,0,0,0,0,3,398,63.53570893,,5.2192,-1.1511,11.5894,,13.8777,8.4872,19.2682,,,,,,,,,,,,,,,,,,,,,,
442,TEXAS,9,0,0,0,0,3,0,6,0,0,40,0,3,9,2,0,0,0,2,0,5,1,0,0,50,0,0,0,2,0,0,0,0,964,6,0,0,5,0,0,3280,0,0,0,0,0,40,4418,42.33358553,,12.2507,5.3996,19.1018,,15.3191,10.5955,20.0427,,,,,,,,,,,,,,,,,,,,,,
443,UTAH,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,2,26,0,0,0,3,0,0,141,0,0,0,0,0,0,183,14.84996545,,1.3596,-4.9773,7.6964,,-4.4326,-11.3606,2.4954,,,,,,,,,,,,,,,,,,,,,,
444,VERMONT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26.86356396,,-5.7164,-11.1121,-0.3207,,0.3845,-6.4531,7.222,,,,,,,,,,,,,,,,,,,,,,
445,VIRGINIA,9,0,0,0,0,0,0,0,0,0,4,49,4,3,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,4,214,0,0,0,3,0,0,874,0,0,0,0,0,17,1179,83.1382377,,3.1724,-2.8664,9.2112,,11.5611,5.5453,17.5769,,,,,,,,,,,,,,,,,,,,,,
446,WASHINGTON,9,0,0,0,0,0,0,0,0,0,9,0,3,10,0,0,0,0,1,4,2,1,0,0,0,0,1,1,1,1,0,0,14,230,0,0,0,0,0,0,613,0,0,0,0,0,25,916,43.69387518,,2.2989,-0.4132,5.0109,,-3.5049,-7.518,0.5082,,,,,,,,,,,,,,,,,,,,,,
447,WEST VIRGINIA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28.9135357,,0.734,-5.9848,7.4527,,10.3625,4.2459,16.4791,,,,,,,,,,,,,,,,,,,,,,
